Time,CO2_0,CO2_3,Tcase_3,AirTemp_3,RH_3,Patm_3,WindDirec_3,WindSpeed,Rain
2008-01-18 00:00:00,0.074604,0.283836,11.56046,NULL,NULL,NULL,20.126131,0,0
2008-01-18 01:00:00,0.064569,0.287348,11.621496,NULL,NULL,NULL,20.115175,0,0
2008-01-18 02:00:00,0.05654,0.274303,11.629126,NULL,NULL,NULL,20.098741,0,0
2008-01-18 03:00:00,0.057042,0.269285,11.621496,NULL,NULL,NULL,20.082307,0,0
2008-01-18 04:00:00,0.052025,0.265773,11.629126,NULL,NULL,NULL,20.043961,0,0
2008-01-18 05:00:00,0.049516,0.255236,11.590978,NULL,NULL,NULL,20.033005,0,0
2008-01-18 06:00:00,0.049516,0.247208,11.522313,NULL,NULL,NULL,20.011093,0,0
2008-01-18 07:00:00,0.043495,0.248713,11.590978,NULL,NULL,NULL,20.011093,0,0
2008-01-18 08:00:00,0.045502,0.247208,11.751198,NULL,NULL,NULL,20.005615,0,0
2008-01-18 09:00:00,0.03647,0.264268,12.002972,NULL,NULL,NULL,20.005615,0,0
2008-01-18 10:00:00,0.045,0.249717,12.781182,NULL,NULL,NULL,20.038483,0,0
2008-01-18 11:00:00,0.049014,0.208573,13.89509,NULL,NULL,NULL,20.071351,0,0
2008-01-18 12:00:00,0.047509,0.22212,14.734337,NULL,NULL,NULL,20.054917,0,0
2008-01-18 13:00:00,0.041488,0.208573,14.925074,NULL,NULL,NULL,20.033005,0,0
2008-01-18 14:00:00,0.040484,0.185994,15.268402,NULL,NULL,NULL,20.049439,0,0
2008-01-18 15:00:00,0.047509,0.221117,15.77195,NULL,NULL,NULL,20.065873,0,0
2008-01-18 16:00:00,0.035467,0.205562,15.46677,NULL,NULL,NULL,20.016571,0,0
2008-01-18 17:00:00,0.040986,0.211583,15.031888,NULL,NULL,NULL,19.994659,0,0
2008-01-18 18:00:00,0.042993,0.218106,14.543599,NULL,NULL,NULL,19.983703,0,0
2008-01-18 19:00:00,0.038477,0.217604,14.093458,NULL,NULL,NULL,19.961791,0,0
2008-01-18 20:00:00,0.035467,0.230148,13.658576,NULL,NULL,NULL,19.956313,0,0
2008-01-18 21:00:00,0.035968,0.226134,13.315248,NULL,NULL,NULL,19.950835,0,0
2008-01-18 22:00:00,0.032456,0.215095,13.071103,NULL,NULL,NULL,19.928923,0,0
2008-01-18 23:00:00,0.030449,0.221117,12.781182,NULL,NULL,NULL,19.917967,0,0
2008-01-19 00:00:00,0.031954,0.227138,12.430224,NULL,NULL,NULL,19.907012,0,0
2008-01-19 01:00:00,0.026435,0.229145,12.125044,NULL,NULL,NULL,19.901534,0,0
2008-01-19 02:00:00,0.025431,0.227138,11.8809,NULL,NULL,NULL,19.890578,0,0
2008-01-19 03:00:00,0.026937,0.230148,11.690162,NULL,NULL,NULL,19.890578,0,0
2008-01-19 04:00:00,0.025933,0.232155,11.446017,NULL,NULL,NULL,19.868666,0,0
2008-01-19 05:00:00,0.030951,0.23065,11.262909,NULL,NULL,NULL,19.874144,0,0
2008-01-19 06:00:00,0.022923,0.23366,11.09506,NULL,NULL,NULL,19.863188,0,0
2008-01-19 07:00:00,0.029947,0.232657,11.24765,NULL,NULL,NULL,19.874144,0,0
2008-01-19 08:00:00,0.026937,0.250218,11.613867,NULL,NULL,NULL,19.874144,0,0
2008-01-19 09:00:00,0.029446,0.214594,12.201339,NULL,NULL,NULL,19.874144,0,0
2008-01-19 10:00:00,0.030951,0.183485,13.132139,NULL,NULL,NULL,19.890578,0,0
2008-01-19 11:00:00,0.030449,0.196029,13.963756,NULL,NULL,NULL,19.896056,0,0
2008-01-19 12:00:00,0.03346,0.203555,14.268936,NULL,NULL,NULL,19.874144,0,0
2008-01-19 13:00:00,0.030449,0.175457,14.741966,NULL,NULL,NULL,19.874144,0,0
2008-01-19 14:00:00,0.029947,0.181478,14.741966,NULL,NULL,NULL,19.874144,0,0
2008-01-19 15:00:00,0.031954,0.186495,14.764855,NULL,NULL,NULL,19.874144,0,0
2008-01-19 16:00:00,0.030449,0.204559,14.719078,NULL,NULL,NULL,19.868666,0,0
2008-01-19 17:00:00,0.029947,0.203053,14.581746,NULL,NULL,NULL,19.863188,0,0
2008-01-19 18:00:00,0.035968,0.206064,14.452045,NULL,NULL,NULL,19.852232,0,0
2008-01-19 19:00:00,0.030449,0.212587,14.253677,NULL,NULL,NULL,19.852232,0,0
2008-01-19 20:00:00,0.03346,0.21911,14.108717,NULL,NULL,NULL,19.846754,0,0
2008-01-19 21:00:00,0.032456,0.221618,13.963756,NULL,NULL,NULL,19.83032,0,0
2008-01-19 22:00:00,0.031453,0.221117,13.795907,NULL,NULL,NULL,19.824842,0,0
2008-01-19 23:00:00,0.029446,0.220113,13.513615,NULL,NULL,NULL,19.813886,0,0
2008-01-20 00:00:00,0.028944,0.22212,13.002438,NULL,NULL,NULL,19.808408,0,0
2008-01-20 01:00:00,0.026435,0.221618,12.750664,NULL,NULL,NULL,19.808408,0,0
2008-01-20 02:00:00,0.029947,0.227639,12.414965,NULL,NULL,NULL,19.797452,0,0
2008-01-20 03:00:00,0.024428,0.22212,12.102155,NULL,NULL,NULL,19.791974,0,0
2008-01-20 04:00:00,0.026937,0.224629,11.86564,NULL,NULL,NULL,19.770062,0,0
2008-01-20 05:00:00,0.026435,0.223625,11.56809,NULL,NULL,NULL,19.77554,0,0
2008-01-20 06:00:00,0.025933,0.232155,11.384981,NULL,NULL,NULL,19.764584,0,0
2008-01-20 07:00:00,0.021417,0.222622,11.415499,NULL,NULL,NULL,19.770062,0,0
2008-01-20 08:00:00,0.025933,0.243194,11.804604,NULL,NULL,NULL,19.759106,0,0
2008-01-20 09:00:00,0.027439,0.238176,12.315782,NULL,NULL,NULL,19.770062,0,0
2008-01-20 10:00:00,0.025431,0.195527,13.58991,NULL,NULL,NULL,19.781018,0,0
2008-01-20 11:00:00,0.031453,0.177464,14.98611,NULL,NULL,NULL,19.791974,0,0
2008-01-20 12:00:00,0.031954,0.17345,16.161055,NULL,NULL,NULL,19.786496,0,0
2008-01-20 13:00:00,0.02794,0.149365,17.02319,NULL,NULL,NULL,19.786496,0,0
2008-01-20 14:00:00,0.037474,0.169937,17.541997,NULL,NULL,NULL,19.791974,0,0
2008-01-20 15:00:00,0.031954,0.161408,17.656439,NULL,NULL,NULL,19.781018,0,0
2008-01-20 16:00:00,0.031954,0.17345,17.259705,NULL,NULL,NULL,19.770062,0,0
2008-01-20 17:00:00,0.03346,0.181478,16.756157,NULL,NULL,NULL,19.74815,0,0
2008-01-20 18:00:00,0.037975,0.191513,16.145796,NULL,NULL,NULL,19.753628,0,0
2008-01-20 19:00:00,0.026937,0.200043,15.626989,NULL,NULL,NULL,19.742672,0,0
2008-01-20 20:00:00,0.029446,0.20205,15.230255,NULL,NULL,NULL,19.731716,0,0
2008-01-20 21:00:00,0.030951,0.20506,14.803002,NULL,NULL,NULL,19.72076,0,0
2008-01-20 22:00:00,0.03346,0.203053,14.482563,NULL,NULL,NULL,19.72076,0,0
2008-01-20 23:00:00,0.028442,0.21359,14.123976,NULL,NULL,NULL,19.704326,0,0
2008-01-21 00:00:00,0.027439,0.219611,13.719612,NULL,NULL,NULL,19.704326,0,0
2008-01-21 01:00:00,0.02493,0.222622,13.254211,NULL,NULL,NULL,19.704326,0,0
2008-01-21 02:00:00,0.023926,0.221117,12.903254,NULL,NULL,NULL,19.69337,0,0
2008-01-21 03:00:00,0.026937,0.215597,12.537037,NULL,NULL,NULL,19.687892,0,0
2008-01-21 04:00:00,0.025933,0.215597,12.270005,NULL,NULL,NULL,19.69337,0,0
2008-01-21 05:00:00,0.021417,0.21911,11.919047,NULL,NULL,NULL,19.687892,0,0
2008-01-21 06:00:00,0.024428,0.218608,11.705421,NULL,NULL,NULL,19.682414,0,0
2008-01-21 07:00:00,0.028944,0.214092,11.812234,NULL,NULL,NULL,19.682414,0,0
2008-01-21 08:00:00,0.021919,0.219611,12.224228,NULL,NULL,NULL,19.682414,0,0
2008-01-21 09:00:00,0.023424,0.228141,12.750664,NULL,NULL,NULL,19.687892,0,0
2008-01-21 10:00:00,0.02794,0.223124,14.131605,NULL,NULL,NULL,19.698848,0,0
2008-01-21 11:00:00,0.029947,0.248713,15.489658,NULL,NULL,NULL,19.704326,0,0
2008-01-21 12:00:00,0.029947,0.224629,16.679862,NULL,NULL,NULL,19.709804,0,0
2008-01-21 13:00:00,0.028944,0.206566,17.465702,NULL,NULL,NULL,19.709804,0,0
2008-01-21 14:00:00,0.034965,0.179471,18.091321,NULL,NULL,NULL,19.704326,0,0
2008-01-21 15:00:00,0.034463,0.197032,18.335466,NULL,NULL,NULL,19.715282,0,0
2008-01-21 16:00:00,0.034965,0.199541,17.931102,NULL,NULL,NULL,19.698848,0,0
2008-01-21 17:00:00,0.027439,0.200043,17.343629,NULL,NULL,NULL,19.704326,0,0
2008-01-21 18:00:00,0.028944,0.209576,16.832452,NULL,NULL,NULL,19.698848,0,0
2008-01-21 19:00:00,0.031453,0.204057,16.336534,NULL,NULL,NULL,19.687892,0,0
2008-01-21 20:00:00,0.03346,0.21058,15.825357,NULL,NULL,NULL,19.676936,0,0
2008-01-21 21:00:00,0.031954,0.212587,15.344697,NULL,NULL,NULL,19.66598,0,0
2008-01-21 22:00:00,0.025933,0.211081,14.871668,NULL,NULL,NULL,19.66598,0,0
2008-01-21 23:00:00,0.029446,0.212085,14.482563,NULL,NULL,NULL,19.660502,0,0
2008-01-22 00:00:00,0.023424,0.217102,14.223159,NULL,NULL,NULL,19.660502,0,0
2008-01-22 01:00:00,0.026937,0.224127,13.834054,NULL,NULL,NULL,19.649546,0,0
2008-01-22 02:00:00,0.022421,0.235166,13.383913,NULL,NULL,NULL,19.655024,0,0
2008-01-22 03:00:00,0.021417,0.229646,13.055844,NULL,NULL,NULL,19.655024,0,0
2008-01-22 04:00:00,0.023926,0.225131,12.628592,NULL,NULL,NULL,19.649546,0,0
2008-01-22 05:00:00,0.022923,0.227639,12.361559,NULL,NULL,NULL,19.644068,0,0
2008-01-22 06:00:00,0.026937,0.21911,11.949565,NULL,NULL,NULL,19.633112,0,0
2008-01-22 07:00:00,0.018407,0.227639,12.064008,NULL,NULL,NULL,19.63859,0,0
2008-01-22 08:00:00,0.026435,0.220113,12.430224,NULL,NULL,NULL,19.63859,0,0
2008-01-22 09:00:00,0.020414,0.258247,12.949031,NULL,NULL,NULL,19.63859,0,0
2008-01-22 10:00:00,0.027439,0.225632,13.994274,NULL,NULL,NULL,19.644068,0,0
2008-01-22 11:00:00,0.026937,0.200545,15.115812,NULL,NULL,NULL,19.655024,0,0
2008-01-22 12:00:00,0.031954,0.229145,16.23735,NULL,NULL,NULL,19.655024,0,0
2008-01-22 13:00:00,0.028944,0.182481,17.038449,NULL,NULL,NULL,19.655024,0,0
2008-01-22 14:00:00,0.034965,0.175457,17.618292,NULL,NULL,NULL,19.66598,0,0
2008-01-22 15:00:00,0.027439,0.182983,17.915843,NULL,NULL,NULL,19.66598,0,0
2008-01-22 16:00:00,0.024428,0.193018,17.519108,NULL,NULL,NULL,19.655024,0,0
2008-01-22 17:00:00,0.025431,0.20205,16.977413,NULL,NULL,NULL,19.66598,0,0
2008-01-22 18:00:00,0.034965,0.200043,16.458606,NULL,NULL,NULL,19.649546,0,0
2008-01-22 19:00:00,0.029947,0.20205,15.985576,NULL,NULL,NULL,19.644068,0,0
2008-01-22 20:00:00,0.020414,0.197032,15.665137,NULL,NULL,NULL,19.63859,0,0
2008-01-22 21:00:00,0.023424,0.204057,15.398104,NULL,NULL,NULL,19.649546,0,0
2008-01-22 22:00:00,0.026435,0.219611,15.047147,NULL,NULL,NULL,19.649546,0,0
2008-01-22 23:00:00,0.021919,0.210078,14.764855,NULL,NULL,NULL,19.644068,0,0
2008-01-23 00:00:00,0.019912,0.237173,13.872202,NULL,NULL,NULL,19.627634,0,0
2008-01-23 01:00:00,0.023424,0.223124,13.460208,NULL,NULL,NULL,19.627634,0,0
2008-01-23 02:00:00,0.019912,0.207067,13.475467,NULL,NULL,NULL,19.633112,0,0
2008-01-23 03:00:00,0.022923,0.207067,13.391543,NULL,NULL,NULL,19.633112,0,0
2008-01-23 04:00:00,0.021919,0.207067,13.216064,NULL,NULL,NULL,19.633112,0,0
2008-01-23 05:00:00,0.021919,0.230148,12.979549,NULL,NULL,NULL,19.633112,0,0
2008-01-23 06:00:00,0.021417,0.24771,12.788811,NULL,NULL,NULL,19.63859,0,0
2008-01-23 07:00:00,0.017403,0.274804,12.636221,NULL,NULL,NULL,19.627634,0,0
2008-01-23 08:00:00,0.02493,0.255236,12.643851,NULL,NULL,NULL,19.633112,0,0
2008-01-23 09:00:00,0.017403,0.243194,12.949031,NULL,NULL,NULL,19.63859,0,0
2008-01-23 10:00:00,0.019912,0.21911,13.223693,NULL,NULL,NULL,19.627634,0,0
2008-01-23 11:00:00,0.023926,0.290359,13.399172,NULL,NULL,NULL,19.627634,0,0
2008-01-23 12:00:00,0.023424,0.203555,13.551762,NULL,NULL,NULL,19.627634,0,0
2008-01-23 13:00:00,0.02493,0.218106,13.90272,NULL,NULL,NULL,19.633112,0,0
2008-01-23 14:00:00,0.026435,0.235667,14.665671,NULL,NULL,NULL,19.644068,0,0
2008-01-23 15:00:00,0.023926,0.183987,15.131071,NULL,NULL,NULL,19.63859,0,0
2008-01-23 16:00:00,0.022421,0.206566,14.879297,NULL,NULL,NULL,19.633112,0,0
2008-01-23 17:00:00,0.024428,0.230148,14.413897,NULL,NULL,NULL,19.633112,0,0
2008-01-23 18:00:00,0.020414,0.244699,14.093458,NULL,NULL,NULL,19.627634,0,0
2008-01-23 19:00:00,0.018407,0.21058,13.834054,NULL,NULL,NULL,19.627634,0,0
2008-01-23 20:00:00,0.021919,0.206566,13.551762,NULL,NULL,NULL,19.627634,0,0
2008-01-23 21:00:00,0.020916,0.21359,13.216064,NULL,NULL,NULL,19.627634,0,0
2008-01-23 22:00:00,0.028442,0.213088,12.865106,NULL,NULL,NULL,19.633112,0,0
2008-01-23 23:00:00,0.018909,0.224629,12.704887,NULL,NULL,NULL,19.633112,0,0
2008-01-24 00:00:00,0.01941,0.21911,12.437854,NULL,NULL,NULL,19.622156,0,0
2008-01-24 01:00:00,0.022421,0.232657,12.247116,NULL,NULL,NULL,19.627634,0,0
2008-01-24 02:00:00,0.018909,0.271292,12.117414,NULL,NULL,NULL,19.622156,0,0
2008-01-24 03:00:00,0.026435,0.301899,12.147932,NULL,NULL,NULL,19.622156,0,0
2008-01-24 04:00:00,0.022421,0.263766,12.163191,NULL,NULL,NULL,19.622156,0,0
2008-01-24 05:00:00,0.025431,0.240183,12.170821,NULL,NULL,NULL,19.627634,0,0
2008-01-24 06:00:00,0.022421,0.218608,12.109785,NULL,NULL,NULL,19.622156,0,0
2008-01-24 07:00:00,0.026435,0.259752,12.03349,NULL,NULL,NULL,19.627634,0,0
2008-01-24 08:00:00,0.018407,0.234664,12.155562,NULL,NULL,NULL,19.616678,0,0
2008-01-24 09:00:00,0.023926,0.240183,12.582815,NULL,NULL,NULL,19.627634,0,0
